i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
262,0,"Question{QuestionCommittee{λ=612467/524288, rank=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=9}}",0,"Question{QuestionCommittee{λ=560863/524288, rank=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=10453/8192, rank=5}}",0,"Question{QuestionCommittee{λ=38145/32768, rank=1}}",0,"Question{QuestionCommittee{λ=536409/262144, rank=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=13347931/8388608, rank=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=10}}",0,"Question{QuestionCommittee{λ=18189/16384, rank=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=3}}",0,"Question{QuestionCommittee{λ=18680091/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=72775/65536, rank=2}}",0,"Question{QuestionCommittee{λ=2186623/2097152, rank=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=531/512, rank=2}}",0,"Question{QuestionCommittee{λ=1246155/524288, rank=4}}",0,"Question{QuestionCommittee{λ=94359/65536, rank=4}}",0,"Question{QuestionCommittee{λ=27195/16384, rank=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=5}}"
263,0,"Question{QuestionCommittee{λ=16403/16384, rank=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=5}}",0,"Question{QuestionCommittee{λ=657687/524288, rank=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=18705953/4194304, rank=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=5}}",0,"Question{QuestionCommittee{λ=38753/32768, rank=2}}",0,"Question{QuestionCommittee{λ=1132803/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=1165749/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=8621187/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=36359/32768, rank=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=3}}",0,"Question{QuestionCommittee{λ=45631/32768, rank=1}}",0,"Question{QuestionCommittee{λ=145569/131072, rank=2}}",0,"Question{QuestionCommittee{λ=13759/8192, rank=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=3858851/2097152, rank=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=9, b=10}}",0,"Question{QuestionCommittee{λ=1347/1024, rank=8}}",0,"Question{QuestionCommittee{λ=17657/16384, rank=3}}",0,"Question{QuestionCommittee{λ=567589/524288, rank=4}}",0,"Question{QuestionCommittee{λ=5125247/4194304, rank=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=2}}",0,"Question{QuestionCommittee{λ=18683/16384, rank=1}}"
264,1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=10}}",0,"Question{QuestionCommittee{λ=10976921/8388608, rank=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=20887/16384, rank=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=9102951/8388608, rank=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=7}}",0,"Question{QuestionCommittee{λ=307877/262144, rank=8}}",0,"Question{QuestionCommittee{λ=1162975/1048576, rank=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=5}}",0,"Question{QuestionCommittee{λ=1115475/1048576, rank=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=2}}",0,"Question{QuestionCommittee{λ=53117/32768, rank=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=9}}"
265,1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=37411887/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=46657/32768, rank=6}}",0,"Question{QuestionCommittee{λ=4913/4096, rank=1}}",0,"Question{QuestionCommittee{λ=4381/4096, rank=6}}",0,"Question{QuestionCommittee{λ=10111/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=3}}",0,"Question{QuestionCommittee{λ=22635/16384, rank=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=5}}",0,"Question{QuestionCommittee{λ=110205/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=12125/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=4}}",0,"Question{QuestionCommittee{λ=2209347/2097152, rank=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=9579/8192, rank=8}}"
266,1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=9}}",0,"Question{QuestionCommittee{λ=1310701/65536, rank=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=4}}",0,"Question{QuestionCommittee{λ=76309/65536, rank=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=6}}",0,"Question{QuestionCommittee{λ=228765/65536, rank=8}}",0,"Question{QuestionCommittee{λ=20241/16384, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=2}}",0,"Question{QuestionCommittee{λ=2325969/2097152, rank=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=3}}",0,"Question{QuestionCommittee{λ=1180759/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=74751/65536, rank=2}}",0,"Question{QuestionCommittee{λ=69071/16384, rank=6}}",0,"Question{QuestionCommittee{λ=106253/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=1}}"
267,0,"Question{QuestionCommittee{λ=1224915/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=86873/65536, rank=6}}",0,"Question{QuestionCommittee{λ=2621421/131072, rank=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=17390485/8388608, rank=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=275/256, rank=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=2}}",0,"Question{QuestionCommittee{λ=40463/32768, rank=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=375897/262144, rank=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=591567/524288, rank=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=4}}",0,"Question{QuestionCommittee{λ=282217/131072, rank=8}}",0,"Question{QuestionCommittee{λ=2143/2048, rank=3}}",0,"Question{QuestionCommittee{λ=2361537/2097152, rank=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=7}}"
268,0,"Question{QuestionCommittee{λ=2257987/2097152, rank=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=10}}",0,"Question{QuestionCommittee{λ=9389/8192, rank=4}}",0,"Question{QuestionCommittee{λ=2621421/131072, rank=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=3}}",0,"Question{QuestionCommittee{λ=301455/262144, rank=3}}",0,"Question{QuestionCommittee{λ=8553/8192, rank=3}}",0,"Question{QuestionCommittee{λ=45745/32768, rank=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=3}}",0,"Question{QuestionCommittee{λ=216567/65536, rank=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=2}}",0,"Question{QuestionCommittee{λ=186685/131072, rank=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=3}}",0,"Question{QuestionCommittee{λ=1164115/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=43524777/33554432, rank=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=9}}"
269,0,"Question{QuestionCommittee{λ=4515955/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=9655/8192, rank=1}}",0,"Question{QuestionCommittee{λ=288383/262144, rank=5}}",0,"Question{QuestionCommittee{λ=10567/8192, rank=2}}",0,"Question{QuestionCommittee{λ=832069/524288, rank=4}}",0,"Question{QuestionCommittee{λ=74823755/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=4875/4096, rank=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=91187/16384, rank=8}}",0,"Question{QuestionCommittee{λ=39741/32768, rank=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=4373227/4194304, rank=4}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=5592153/4194304, rank=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=3}}",0,"Question{QuestionCommittee{λ=36283/32768, rank=3}}"
270,0,"Question{QuestionCommittee{λ=714307/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=152599/131072, rank=1}}",0,"Question{QuestionCommittee{λ=18205921/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=1043/1024, rank=6}}",0,"Question{QuestionCommittee{λ=457511/131072, rank=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=9}}",0,"Question{QuestionCommittee{λ=1125279/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=555523/262144, rank=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=2}}",0,"Question{QuestionCommittee{λ=8746435/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=73915/65536, rank=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=24231/16384, rank=3}}",0,"Question{QuestionCommittee{λ=6623/4096, rank=6}}",0,"Question{QuestionCommittee{λ=132421/131072, rank=7}}",0,"Question{QuestionCommittee{λ=54371/32768, rank=1}}",0,"Question{QuestionCommittee{λ=9221359/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=93941/65536, rank=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=1}}"
271,0,"Question{QuestionCommittee{λ=185279/131072, rank=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=4521009/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=37461/32768, rank=7}}",0,"Question{QuestionCommittee{λ=99299/65536, rank=8}}",0,"Question{QuestionCommittee{λ=149647529/33554432, rank=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=8}}",0,"Question{QuestionCommittee{λ=607/512, rank=7}}",0,"Question{QuestionCommittee{λ=2331479/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=11973/8192, rank=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=182393/32768, rank=8}}",0,"Question{QuestionCommittee{λ=79501/65536, rank=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=10, b=9}}",0,"Question{QuestionCommittee{λ=7717721/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=483741/262144, rank=7}}",0,"Question{QuestionCommittee{λ=23623/16384, rank=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=108723/65536, rank=1}}",0,"Question{QuestionCommittee{λ=596059/131072, rank=8}}",0,"Question{QuestionCommittee{λ=7550369/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=23181755/16777216, rank=7}}"
272,0,"Question{QuestionCommittee{λ=32825/32768, rank=8}}",0,"Question{QuestionCommittee{λ=21953823/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=1121745/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=5242861/262144, rank=8}}",0,"Question{QuestionCommittee{λ=926385/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=1072799/524288, rank=8}}",0,"Question{QuestionCommittee{λ=9845/8192, rank=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=1}}",0,"Question{QuestionCommittee{λ=1727/1024, rank=3}}",0,"Question{QuestionCommittee{λ=820365/524288, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=3}}",0,"Question{QuestionCommittee{λ=17467/16384, rank=3}}",0,"Question{QuestionCommittee{λ=664375/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=87049573/67108864, rank=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=9}}",0,"Question{QuestionCommittee{λ=318745/262144, rank=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=9}}",0,"Question{QuestionCommittee{λ=2437461/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=162821/131072, rank=2}}"
273,1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=1}}",0,"Question{QuestionCommittee{λ=299295077/67108864, rank=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=16479/16384, rank=3}}",0,"Question{QuestionCommittee{λ=1613/1024, rank=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=7}}",0,"Question{QuestionCommittee{λ=147/128, rank=2}}",0,"Question{QuestionCommittee{λ=1111027/524288, rank=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=48443/32768, rank=3}}",0,"Question{QuestionCommittee{λ=13265/8192, rank=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=5}}",0,"Question{QuestionCommittee{λ=1554191/131072, rank=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=69089/65536, rank=6}}",0,"Question{QuestionCommittee{λ=37347/32768, rank=1}}"
274,0,"Question{QuestionCommittee{λ=65631/65536, rank=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=66011/65536, rank=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=4}}",0,"Question{QuestionCommittee{λ=569/512, rank=2}}",0,"Question{QuestionCommittee{λ=19709/16384, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=2}}",0,"Question{QuestionCommittee{λ=80907/65536, rank=3}}",0,"Question{QuestionCommittee{λ=2398321/2097152, rank=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=9}}",0,"Question{QuestionCommittee{λ=751813/524288, rank=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=2}}",0,"Question{QuestionCommittee{λ=4305/4096, rank=3}}",0,"Question{QuestionCommittee{λ=4418675/4194304, rank=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=9}}",0,"Question{QuestionCommittee{λ=286293/262144, rank=3}}",0,"Question{QuestionCommittee{λ=138159/131072, rank=6}}",0,"Question{QuestionCommittee{λ=72585/65536, rank=3}}"
275,1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=132041/131072, rank=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=8}}",0,"Question{QuestionCommittee{λ=1664119/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=9047/8192, rank=2}}",0,"Question{QuestionCommittee{λ=17125/16384, rank=3}}",0,"Question{QuestionCommittee{λ=324825/262144, rank=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=7}}",0,"Question{QuestionCommittee{λ=90559/65536, rank=5}}",0,"Question{QuestionCommittee{λ=4796623/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=72737/65536, rank=1}}",0,"Question{QuestionCommittee{λ=364767/65536, rank=8}}",0,"Question{QuestionCommittee{λ=1259077/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=2906419/2097152, rank=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=13797/8192, rank=6}}",0,"Question{QuestionCommittee{λ=2328211/2097152, rank=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=8591/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=335921/262144, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=3}}"
276,1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=4638239/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=18759/16384, rank=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=7}}",0,"Question{QuestionCommittee{λ=17261279/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=2159795/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=26695843/16777216, rank=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=91281/65536, rank=1}}",0,"Question{QuestionCommittee{λ=220429/131072, rank=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=8}}",0,"Question{QuestionCommittee{λ=10230829/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=2675/2048, rank=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=4647/4096, rank=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=325661/262144, rank=2}}"
277,0,"Question{QuestionCommittee{λ=9031891/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=43907627/33554432, rank=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=9}}",0,"Question{QuestionCommittee{λ=10263/8192, rank=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=9}}",0,"Question{QuestionCommittee{λ=2145579/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=39437/32768, rank=1}}",0,"Question{QuestionCommittee{λ=2265625/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=569185/524288, rank=4}}",0,"Question{QuestionCommittee{λ=3435/2048, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=5}}",0,"Question{QuestionCommittee{λ=50054697/33554432, rank=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=4}}",0,"Question{QuestionCommittee{λ=291157/262144, rank=2}}",0,"Question{QuestionCommittee{λ=1119807/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=147811/131072, rank=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=8837331/8388608, rank=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=4}}",0,"Question{QuestionCommittee{λ=9313/8192, rank=2}}",0,"Question{QuestionCommittee{λ=3457/512, rank=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=8}}"
